,engine_equity,engine_ret,spy_ret
2021-03-31,3.1221989551217177,0.0290490406468209,0.045399527141003704
2021-04-30,3.2536324274356656,0.042096443629366265,0.05291040189975327
2021-05-31,3.3071218640716036,0.016439913797544614,0.006565976480676694
2021-06-30,3.434935044830379,0.038647859381092386,0.02242737354966251
2021-07-31,3.520301099883733,0.02485230548444628,0.02441242994911552
2021-08-31,3.6460474311397313,0.03572033405328634,0.02976001796601957
2021-09-30,3.539994157529288,-0.02908718978932534,-0.046605552722635224
2021-10-31,3.796604819777137,0.07248900727761343,0.07016369739470929
2021-11-30,3.735622592933938,-0.01606230559618227,-0.008034915842206614
2021-12-31,3.8467799845054835,0.029756055063432596,0.046247717939174926
2022-01-31,3.6785801601338504,-0.04372483610945477,-0.05274125215796821
2022-02-28,3.6005075277314313,-0.021223577849008524,-0.0295169836070589
2022-03-31,3.688998006406953,0.02457722362582504,0.03759046075111683
2022-04-30,3.464121560805545,-0.060958679080565625,-0.08776909792943144
2022-05-31,3.485261958465778,0.006102672001878862,0.002257291523279248
2022-06-30,3.3286978488404175,-0.0449217624072884,-0.082460335016179
2022-07-31,3.5213707197270923,0.057882355093837656,0.09208731718815022
2022-08-31,3.444732554135624,-0.021763731140868825,-0.04080192582726794
2022-09-30,3.267885082283889,-0.05133852021092844,-0.09244592114023087
2022-10-31,3.4706701093240486,0.06205390395749011,0.08127545086701304
2022-11-30,3.602713961558328,0.038045636166785135,0.05559159480862119
2022-12-31,3.4733424306598577,-0.03590946499746861,-0.05762816397495374
2023-01-31,3.6613753477430295,0.054136014757246276,0.06288730283874178
2023-02-28,3.5990332478249085,-0.017026962274313218,-0.02514273205240547
2023-03-31,3.7141400061464167,0.03198268823747963,0.037077941005553505
2023-04-30,3.770227863388142,0.015101169355195898,0.015974917793175836
2023-05-31,3.863317828343441,0.024690806054264103,0.0046160476645569215
2023-06-30,4.137950658471581,0.07108729913787615,0.06479987277566668
2023-07-31,4.28215942709477,0.03485028714103966,0.03273332971743348
2023-08-31,4.280722264648489,-0.0003356162867705903,-0.016251942403620045
2023-09-30,4.093936447958545,-0.04363418253795115,-0.047434536022904594
2023-10-31,4.001636662404941,-0.02254548567788095,-0.021708808972478844
2023-11-30,4.341954596125267,0.08504468606997384,0.09134394388407352
2023-12-31,4.608470166777162,0.0613814734243725,0.04565532665995864
2024-01-31,4.783152111062428,0.03790454054461767,0.015926520963537527
2024-02-29,5.002616460516989,0.04588278699040016,0.05218689396855791
2024-03-31,5.146957049719259,0.028853019283304082,0.0327017107728278
2024-04-30,4.996957128914167,-0.02914341801497522,-0.04031945625975841
2024-05-31,5.197582854766612,0.040149579169201255,0.05057953788934144
2024-06-30,5.4342999370549645,0.045543686152355045,0.035280338618985496
2024-07-31,5.558389128102813,0.022834439115463345,0.012109114980910496
2024-08-31,5.646413149664426,0.015836246713381463,0.02336539556603734
2024-09-30,5.758754681944881,0.019896087888491065,0.021004890843866253
2024-10-31,5.732805378340045,-0.004506061646660009,-0.008923646360101012
2024-11-30,6.070755471713855,0.05895021216849061,0.05963341895369467
2024-12-31,5.905055964155674,-0.027294709584374188,-0.02406017042926567
2025-01-31,6.121381308631636,0.036633919439388984,0.026856345883270683
2025-02-28,6.073476160750586,-0.007825872211799756,-0.012694736490296288
2025-03-31,5.719330131059268,-0.05831026916347537,-0.05571931091521787
2025-04-30,5.627704572426397,-0.016020330446618325,-0.008670056544184068
2025-05-31,5.815084863073136,0.033296042504581846,0.06284493303163607
2025-06-30,6.105021370133488,0.04985937675673524,0.051386124993305415
2025-07-31,6.151605842523438,0.007630517497915212,0.023031548697107773
2025-08-31,6.2841983259377585,0.021554125346875397,0.02051948404438808
2025-09-30,6.461448106209988,0.02820563118459174,0.03562043418529881
2025-10-31,6.714838114797112,0.03921566875134297,0.02383730119762384
2025-11-30,6.721909021383036,0.0010530271117545897,0.0019500953167388424
2025-12-31,6.791513493614581,0.010354866751413505,0.0007975029584426085
2026-01-31,6.858813675082674,0.009909452661968299,0.014737728839573805
2026-02-28,6.793404269222796,-0.009536548003556855,-0.00864195834022441
2026-03-31,6.549449361740822,-0.03591055350366823,-0.049379566643444006
2026-04-30,6.831600150322299,0.04308007788100254,0.10505268686597224
2026-05-31,7.172419378242809,0.049888638155210385,0.052625753037503165
2026-06-30,7.125775962618697,-0.006503163460519712,-0.017939674753606583
